term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf
stricter,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'JJ'}",0,stricter,stricter,stricter,17.79221201268866
substantiall,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NN,"{'NN', 'JJ'}",0,substantial,substantial,substantial,13.031399676568086
saturn,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,saturn,saturn,saturn,22.06279935313617
lamb,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,lamb,lamb,lamb,17.79221201268866
retribution,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,retribut,retribut,retribut,22.06279935313617
locks,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VBZ,{'VBZ'},0,lock,lock,lock,7.515699838284043
wilfully,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,RB,{'RB'},0,wil,wil,wil,22.06279935313617
ego,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,NN,{'NN'},0,ego,ego,ego,13.031399676568086
superiour,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,superiour,superiour,superio,17.79221201268866
independency,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NN,{'NN'},0,independ,independ,independ,17.79221201268866
pound,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,pound,pound,pound,17.79221201268866
precede,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,"{'VBP', 'NN', 'VB'}",0,preced,preced,prec,22.06279935313617
legions,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,{'NNS'},0,legion,legion,leg,22.06279935313617
dispossess,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VB,{'VB'},0,dispossess,dispossess,dispossess,22.06279935313617
undergoes,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBZ,"{'JJ', 'NNS', 'VBZ'}",0,undergo,undergo,undergo,13.031399676568086
quickest,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,JJS,{'JJS'},0,quickest,quickest,quickest,22.06279935313617
unspeakable,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,JJ,{'JJ'},0,unspeak,unspeak,unspeak,17.79221201268866
joyes,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,"{'NN', 'NNS'}",0,joy,joy,joy,13.031399676568086
employments,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NNS,{'NNS'},0,employ,employ,employ,17.79221201268866
yielding,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBG,"{'NN', 'VBG'}",0,yield,yield,yield,22.06279935313617
ezek,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,JJ,"{'NN', 'JJ', 'VB'}",0,ezek,ezek,ezek,17.79221201268866
lights,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,{'NNS'},0,light,light,light,22.06279935313617
experimented,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,experi,experi,expery,22.06279935313617
pull,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,VB,{'VB'},0,pull,pull,pul,22.06279935313617
insatiable,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,insati,insati,insaty,22.06279935313617
shadows,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,shadow,shadow,shadow,22.06279935313617
richer,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJR,"{'NN', 'JJR'}",0,richer,richer,rich,13.031399676568086
surrender,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VB,{'VB'},0,surrend,surrend,surrend,17.79221201268866
inscription,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,inscript,inscript,inscrib,13.031399676568086
whereupon,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,IN,"{'VBP', 'NN', 'IN'}",0,whereupon,whereupon,whereupon,22.06279935313617
buyer,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,buyer,buyer,buy,17.79221201268866
strive,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'VBP', 'NN', 'JJ', 'VB'}",0,strive,strive,strive,17.79221201268866
crowned,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,crown,crown,crown,22.06279935313617
engagement,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,engag,engag,eng,17.79221201268866
accommodate,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,VB,{'VB'},0,accommod,accommod,accommod,22.06279935313617
violating,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,{'VBG'},0,violat,violat,viol,22.06279935313617
immersed,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,{'VBN'},0,immers,immers,immers,22.06279935313617
dreamer,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,dreamer,dreamer,dream,17.79221201268866
agitated,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,"{'JJ', 'VBN'}",0,agit,agit,agit,22.06279935313617
finest,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJS,{'JJS'},0,finest,finest,finest,7.515699838284043
recovery,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,{'NN'},0,recoveri,recoveri,recovery,22.06279935313617
asserted,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,assert,assert,assert,17.79221201268866
abiathar,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'IN'}",0,abiathar,abiathar,abiath,22.06279935313617
virgil,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,virgil,virgil,virgil,22.06279935313617
boasted,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBD,"{'JJ', 'VBN', 'VBD'}",0,boast,boast,boast,17.79221201268866
solution,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,{'NN'},0,solut,solut,solv,17.79221201268866
knowest,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'JJS', 'VBD'}",0,knowest,knowest,knowest,17.79221201268866
gentlemen,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,"{'VBP', 'NNS'}",0,gentlemen,gentlemen,gentlem,13.031399676568086
expression,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,express,express,express,17.79221201268866
glowing,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBG,"{'NN', 'VBG', 'JJ'}",0,glow,glow,glow,13.031399676568086
pocket,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,pocket,pocket,pocket,22.06279935313617
bedlam,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,bedlam,bedlam,bedlam,22.06279935313617
tended,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VBD,"{'JJ', 'VBD'}",0,tend,tend,tend,22.06279935313617
compacts,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,compact,compact,compact,17.79221201268866
captivate,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VB,{'VB'},0,captiv,captiv,capt,13.031399676568086
solitude,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'VBP', 'NN', 'VBD'}",0,solitud,solitud,solitud,22.06279935313617
nero,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,"{'RB', 'NN', 'JJ'}",0,nero,nero,nero,13.031399676568086
component,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,"{'NN', 'JJ'}",0,compon,compon,compon,17.79221201268866
puzzle,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,VB,{'VB'},0,puzzl,puzzl,puzzl,22.06279935313617
lending,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'VBG'}",0,lend,lend,lend,17.79221201268866
solve,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VB,{'VB'},0,solv,solv,solv,13.031399676568086
ascendancy,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,ascend,ascend,ascend,17.79221201268866
ball,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,ball,ball,bal,13.031399676568086
movable,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJ,{'JJ'},0,movabl,movabl,mov,22.06279935313617
sale,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,sale,sale,sal,22.06279935313617
imitative,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJ,{'JJ'},0,imit,imit,imit,17.79221201268866
interfere,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VB,{'VB'},0,interfer,interfer,interf,22.06279935313617
wide,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,JJ,{'JJ'},0,wide,wide,wid,22.06279935313617
engraven,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,"{'VBP', 'VBN'}",0,engraven,engraven,engrav,17.79221201268866
opposing,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBG,{'VBG'},0,oppos,oppos,oppos,22.06279935313617
bethought,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBD,"{'JJ', 'VBD'}",0,bethought,bethought,bethought,17.79221201268866
ranking,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,"{'NN', 'VBG'}",0,rank,rank,rank,7.515699838284043
enthusiasme,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,enthusiasm,enthusiasm,enthusiasm,17.79221201268866
debts,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,debt,debt,debt,22.06279935313617
definitive,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,definit,definit,definit,17.79221201268866
verb,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,verb,verb,verb,22.06279935313617
argumentation,4,5.840268652358009e-06,17.385533834720583,13,0.0001015361882594,NN,{'NN'},0,argument,argument,argu,17.79221201268866
beget,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VB,{'VB'},0,beget,beget,beget,17.79221201268866
contrived,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,contriv,contriv,cont,22.06279935313617
ante,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,ant,ant,ant,13.031399676568086
introduces,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VBZ,"{'NNS', 'VBZ'}",0,introduc,introduc,introduc,22.06279935313617
educated,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,{'VBN'},0,educ,educ,educ,22.06279935313617
gal,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,JJ,{'JJ'},0,gal,gal,gal,22.06279935313617
nec,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,NN,"{'NN', 'JJ'}",0,nec,nec,nec,13.031399676568086
infidelity,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,{'NN'},0,infidel,infidel,infidel,13.031399676568086
flies,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VBZ,"{'NNS', 'VBZ'}",0,fli,fli,fli,22.06279935313617
divel,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,divel,divel,divel,13.031399676568086
disputants,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NNS,{'NNS'},0,disput,disput,disput,17.79221201268866
excel,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VBP,"{'VBP', 'JJ', 'VB'}",0,excel,excel,excel,17.79221201268866
device,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,devic,devic,dev,22.06279935313617
wifes,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,wife,wife,wif,17.79221201268866
burdens,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,"{'NNS', 'VBZ'}",0,burden,burden,burd,17.79221201268866
adjudged,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,VBN,"{'VBN', 'VBD'}",0,adjudg,adjudg,adjudg,22.06279935313617
losses,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,{'NNS'},0,loss,loss,loss,22.06279935313617
nonentity,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,nonent,nonent,non,7.515699838284043
eares,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,ear,ear,ear,17.79221201268866
tithes,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NNS,{'NNS'},0,tith,tith,tith,17.79221201268866
lightly,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,RB,{'RB'},0,lightli,light,light,22.06279935313617
executioner,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,"{'NN', 'JJR', 'VB'}",0,execution,execution,execut,22.06279935313617
older,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,JJR,{'JJR'},0,older,older,old,17.79221201268866
telleth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,"{'IN', 'VBZ'}",0,telleth,telleth,telle,17.79221201268866
doors,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NNS,{'NNS'},0,door,door,door,22.06279935313617
scale,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,scale,scale,scal,22.06279935313617
bees,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NNS,{'NNS'},0,bee,bee,bee,22.06279935313617
sempronia,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,sempronia,sempronia,sempron,13.031399676568086
correlative,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,JJ,{'JJ'},0,correl,correl,correl,7.515699838284043
exchequer,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,exchequ,exchequ,exchequ,7.515699838284043
perverseness,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NN,{'NN'},0,pervers,pervers,pervers,17.79221201268866
tear,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,IN,"{'VBP', 'IN', 'VB'}",0,tear,tear,tear,17.79221201268866
extravagancy,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NN,{'NN'},0,extravag,extravag,extrav,22.06279935313617
profane,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,profan,profan,prof,22.06279935313617
entrails,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NNS,{'NNS'},0,entrail,entrail,entrail,22.06279935313617
extraneous,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,extran,extran,ext,17.79221201268866
agitation,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,agit,agit,agit,22.06279935313617
annihilation,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,NN,{'NN'},0,annihil,annihil,annihil,22.06279935313617
professes,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBZ,{'VBZ'},0,profess,profess,profess,22.06279935313617
oracle,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,oracl,oracl,orac,17.79221201268866
marriages,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,{'NNS'},0,marriag,marriag,marry,17.79221201268866
star,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,star,star,star,17.79221201268866
unequall,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,unequal,unequal,unequal,17.79221201268866
nominated,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,nomin,nomin,nomin,22.06279935313617
upwards,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NNS,{'NNS'},0,upward,upward,upward,17.79221201268866
unsufficient,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,unsuffici,unsuffici,unsufficy,22.06279935313617
artificer,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,{'NN'},0,artific,artific,art,17.79221201268866
develop,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,{'VB'},0,develop,develop,develop,13.031399676568086
perplexing,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,NN,"{'NN', 'VBG', 'JJ'}",0,perplex,perplex,perplex,17.79221201268866
eum,4,5.840268652358009e-06,17.385533834720583,3,0.0001015361882594,NN,{'NN'},0,eum,eum,eum,13.031399676568086
ordaining,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,{'VBG'},0,ordain,ordain,ordain,17.79221201268866
redound,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VB,"{'VBP', 'VBD', 'VB'}",0,redound,redound,redound,17.79221201268866
resolute,4,5.840268652358009e-06,17.385533834720583,8,0.0001015361882594,NN,"{'NN', 'JJ'}",0,resolut,resolut,resolv,17.79221201268866
neglecting,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VBG,"{'VBP', 'VBG'}",0,neglect,neglect,neglect,17.79221201268866
preponderate,4,5.840268652358009e-06,17.385533834720583,12,0.0001015361882594,VB,"{'VBP', 'VB'}",0,preponder,preponder,prepond,17.79221201268866
plainer,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,JJR,"{'NN', 'JJR', 'VBN', 'VB'}",0,plainer,plainer,plain,22.06279935313617
keepeth,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,VBZ,"{'VB', 'CD', 'VBZ'}",0,keepeth,keepeth,keepe,22.06279935313617
foolishly,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,RB,{'RB'},0,foolishli,foolish,fool,13.031399676568086
evade,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,VB,{'VB'},0,evad,evad,evad,17.79221201268866
disown,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'VBP', 'JJ', 'VBN', 'VB'}",0,disown,disown,disown,13.031399676568086
unexpected,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,JJ,{'JJ'},0,unexpect,unexpect,unexpect,22.06279935313617
abyss,4,5.840268652358009e-06,17.385533834720583,5,0.0001015361882594,NN,{'NN'},0,abyss,abyss,abyss,17.79221201268866
occupations,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NNS,{'NNS'},0,occup,occup,occup,13.031399676568086
sedentary,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,JJ,{'JJ'},0,sedentari,sedentari,sed,13.031399676568086
filmer,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,filmer,filmer,film,22.06279935313617
robert,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,JJ,"{'NN', 'JJ'}",0,robert,robert,robert,22.06279935313617
incommodity,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,{'NN'},0,incommod,incommod,incommod,17.79221201268866
prohibited,4,5.840268652358009e-06,17.385533834720583,10,0.0001015361882594,VBD,"{'VBN', 'VBD'}",0,prohibit,prohibit,prohibit,22.06279935313617
relique,4,5.840268652358009e-06,17.385533834720583,7,0.0001015361882594,NN,{'NN'},0,reliqu,reliqu,rel,7.515699838284043
rack,4,5.840268652358009e-06,17.385533834720583,4,0.0001015361882594,NN,{'NN'},0,rack,rack,rack,13.031399676568086
mirror,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,mirror,mirror,mir,22.06279935313617
warranted,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBN,{'VBN'},0,warrant,warrant,war,17.79221201268866
jerome,4,5.840268652358009e-06,17.385533834720583,6,0.0001015361882594,NN,{'NN'},0,jerom,jerom,jerom,7.515699838284043
worshippeth,4,5.840268652358009e-06,17.385533834720583,11,0.0001015361882594,NN,"{'NN', 'VBZ'}",0,worshippeth,worshippeth,worshippe,7.515699838284043
apocrypha,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NN,"{'RB', 'NN', 'JJ'}",0,apocrypha,apocrypha,apocryph,13.031399676568086
opponents,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,NNS,{'NNS'},0,oppon,oppon,oppon,17.79221201268866
referring,4,5.840268652358009e-06,17.385533834720583,9,0.0001015361882594,VBG,"{'NN', 'VBG'}",0,refer,refer,refer,22.06279935313617
