term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
clerks,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NNS,{'NNS'},0,clerk,clerk,clerk
unsettle,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,JJ,"{'JJ', 'VB'}",0,unsettl,unsettl,unsettl
tyth,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,tyth,tyth,tyth
oppressing,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NN,"{'NN', 'VBG'}",0,oppress,oppress,oppress
fires,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,fire,fire,fir
type,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,type,type,typ
abbadon,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,abbadon,abbadon,abbadon
shoulders,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NNS,{'NNS'},0,shoulder,shoulder,should
overlooking,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,VBG,{'VBG'},0,overlook,overlook,overlook
countless,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,JJ,{'JJ'},0,countless,countless,countless
sifted,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,sift,sift,sift
incorruption,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,NN,{'NN'},0,incorrupt,incorrupt,incorrupt
felicities,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NNS,{'NNS'},0,felic,felic,fel
environed,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBN,{'VBN'},0,environ,environ,environ
marvellous,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,JJ,{'JJ'},0,marvel,marvel,marvel
circulation,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,circul,circul,circ
travel,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,VB,{'VB'},0,travel,travel,travel
fastned,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VBN,{'VBN'},0,fastn,fastn,fastn
guift,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,{'NN'},0,guift,guift,guift
discernment,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,discern,discern,discern
throweth,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBZ,{'VBZ'},0,throweth,throweth,throweth
converses,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBZ,{'VBZ'},0,convers,convers,convers
voracious,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,JJ,{'JJ'},0,voraci,voraci,vor
channel,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,"{'NN', 'NNS'}",0,channel,channel,channel
chaine,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,chain,chain,chain
tribune,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,tribun,tribun,tribun
allegorically,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,RB,{'RB'},0,allegor,allegor,alleg
bullock,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,bullock,bullock,bullock
shee,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,shee,shee,she
started,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,start,start,start
adhaerent,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,JJ,"{'VBP', 'JJ'}",0,adhaer,adhaer,adha
helm,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,helm,helm,helm
goates,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NNS,{'NNS'},0,goat,goat,goat
hungry,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,JJ,{'JJ'},0,hungri,hungri,hungry
wast,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,wast,wast,wast
shouldest,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,JJS,{'JJS'},0,shouldest,shouldest,shouldest
donations,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NNS,{'NNS'},0,donat,donat,don
charters,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NNS,{'NNS'},0,charter,charter,chart
enflame,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VB,"{'VBP', 'VB'}",0,enflam,enflam,enflam
isa,2,2.9201343261790043e-06,18.385533834720583,3,5.368822845589308e-05,JJ,{'JJ'},0,isa,isa,is
uncomely,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,RB,{'RB'},0,uncom,uncom,uncom
penetrating,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,"{'NN', 'VBG'}",0,penetr,penetr,penet
dulness,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,dul,dul,dul
commenced,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBN,{'VBN'},0,commenc,commenc,com
swarms,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NNS,{'NNS'},0,swarm,swarm,swarm
abrahams,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,JJ,"{'JJ', 'NNS'}",0,abraham,abraham,abraham
cleerer,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,"{'NN', 'VBN'}",0,cleerer,cleerer,cle
patent,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,"{'NN', 'VBN'}",0,patent,patent,pat
collectively,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,RB,{'RB'},0,collect,collect,collect
allay,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,"{'NN', 'VB'}",0,allay,allay,allay
practically,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,RB,{'RB'},0,practic,practic,pract
capacious,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,JJ,{'JJ'},0,capaci,capaci,cap
organic,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,JJ,{'JJ'},0,organ,organ,org
counselleth,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,VBZ,{'VBZ'},0,counselleth,counselleth,counselle
pretender,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NN,{'NN'},0,pretend,pretend,pretend
simplest,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,JJS,{'JJS'},0,simplest,simplest,simplest
rarity,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,rariti,rariti,rar
beforementioned,2,2.9201343261790043e-06,18.385533834720583,15,5.368822845589308e-05,JJ,"{'JJ', 'VBN'}",0,beforement,beforement,bef
sub,2,2.9201343261790043e-06,18.385533834720583,3,5.368822845589308e-05,NN,{'NN'},0,sub,sub,sub
praefect,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,praefect,praefect,praefect
viceroy,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,viceroy,viceroy,viceroy
exhorting,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBG,{'VBG'},0,exhort,exhort,exhort
agreeth,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,"{'NN', 'VBZ'}",0,agreeth,agreeth,agree
ceaselessly,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,RB,{'RB'},0,ceaselessli,ceaseless,ceaseless
resembleth,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,VBP,"{'VBP', 'VBZ'}",0,resembleth,resembleth,resemble
exhorteth,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NN,"{'NN', 'VBZ'}",0,exhorteth,exhorteth,exhorte
tendons,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,tendon,tendon,tendon
emancipate,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,VB,"{'VBP', 'VB'}",0,emancip,emancip,emancip
threats,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,threat,threat,threats
organicall,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NN,{'NN'},0,organical,organical,organical
idolaters,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NNS,{'NNS'},0,idolat,idolat,idol
suggests,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBZ,{'VBZ'},0,suggest,suggest,suggest
extraordinarily,2,2.9201343261790043e-06,18.385533834720583,15,5.368822845589308e-05,RB,{'RB'},0,extraordinarili,extraordinarili,extraordin
exhortations,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,NNS,{'NNS'},0,exhort,exhort,exhort
petition,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,petit,petit,petit
demetrius,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NN,{'NN'},0,demetriu,demetrius,demetri
pauls,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,"{'NN', 'NNS'}",0,paul,paul,paul
rigorously,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,RB,{'RB'},0,rigor,rigor,rig
verity,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,veriti,veriti,ver
intermission,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,NN,{'NN'},0,intermiss,intermiss,intermit
reprehended,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,VBD,{'VBD'},0,reprehend,reprehend,reprehend
annexing,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBG,{'VBG'},0,annex,annex,annex
surveying,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBG,{'VBG'},0,survey,survey,survey
wens,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NNS,"{'NNS', 'VB'}",0,wen,wen,wen
biles,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,bile,bile,bil
directeth,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBZ,{'VBZ'},0,directeth,directeth,directe
intently,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,RB,{'RB'},0,intent,intent,int
humours,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,humour,humour,humo
oratory,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,oratori,oratori,or
oeconomy,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,oeconomi,oeconomi,oeconom
scheme,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,scheme,scheme,scheme
protestants,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NNS,{'NNS'},0,protest,protest,protest
immoveable,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,immov,immov,immov
circumstanced,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,circumstanc,circumstanc,circumst
importing,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,VBG,{'VBG'},0,import,import,import
rays,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NNS,{'NNS'},0,ray,ray,ray
cavern,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,cavern,cavern,cavern
appeares,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBZ,{'VBZ'},0,appear,appear,appear
ensuing,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VBG,{'VBG'},0,ensu,ensu,ensu
corruptible,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,JJ,{'JJ'},0,corrupt,corrupt,corrupt
bulks,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,bulk,bulk,bulk
porphyry,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,porphyri,porphyri,porphyry
clauses,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,claus,claus,claus
observationthat,2,2.9201343261790043e-06,18.385533834720583,15,5.368822845589308e-05,IN,{'IN'},0,observationthat,observationthat,observationth
getteth,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,JJ,"{'JJ', 'VBZ'}",0,getteth,getteth,gette
victors,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,victor,victor,vict
attributeth,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,IN,"{'IN', 'VBZ'}",0,attributeth,attributeth,attribute
odours,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NNS,{'NNS'},0,odour,odour,odo
ministry,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,ministri,ministri,min
thirteen,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,JJ,"{'JJ', 'NNS'}",0,thirteen,thirteen,thirteen
imperceptible,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,JJ,{'JJ'},0,impercept,impercept,impercept
editions,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NNS,{'NNS'},0,edit,edit,edit
treasurers,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NNS,{'NNS'},0,treasur,treasur,treas
dirty,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,dirti,dirti,dirty
blanched,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBN,{'VBN'},0,blanch,blanch,blanch
receivers,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NNS,{'NNS'},0,receiv,receiv,receiv
incontestably,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,RB,{'RB'},0,incontest,incontest,incontest
grecian,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,JJ,{'JJ'},0,grecian,grecian,grec
regis,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,{'NN'},0,regi,regi,reg
providentia,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,providentia,providentia,provident
abatement,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NN,{'NN'},0,abat,abat,ab
countenancing,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,NN,"{'NN', 'VBG'}",0,countenanc,countenanc,count
seats,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,seat,seat,seat
regains,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VBZ,{'VBZ'},0,regain,regain,regain
ayr,2,2.9201343261790043e-06,18.385533834720583,3,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,ayr,ayr,ayr
entangle,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,"{'VBP', 'NN'}",0,entangl,entangl,entangl
ink,2,2.9201343261790043e-06,18.385533834720583,3,5.368822845589308e-05,NN,{'NN'},0,ink,ink,ink
excursion,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NN,{'NN'},0,excurs,excurs,excurs
formally,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,RB,{'RB'},0,formal,formal,form
snowball,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,snowbal,snowbal,snowbal
ineffective,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,JJ,"{'JJ', 'VB'}",0,ineffect,ineffect,ineffect
brightness,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NN,{'NN'},0,bright,bright,bright
papists,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,papist,papist,pap
sucker,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,sucker,sucker,suck
chro,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,chro,chro,chro
vocations,2,2.9201343261790043e-06,18.385533834720583,9,5.368822845589308e-05,NNS,{'NNS'},0,vocat,vocat,voc
football,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,footbal,footbal,footbal
hollow,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,JJ,"{'NN', 'JJ'}",0,hollow,hollow,hollow
vortices,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NNS,{'NNS'},0,vortic,vortic,vort
hero,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,NN,{'NN'},0,hero,hero,hero
cockle,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,cockl,cockl,cockl
detestable,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,JJ,{'JJ'},0,detest,detest,detest
medici,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,{'NN'},0,medici,medici,medic
pores,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,pore,pore,por
argumentative,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,JJ,{'JJ'},0,argument,argument,argu
praetors,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NNS,{'NNS'},0,praetor,praetor,praet
adjacent,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,JJ,{'JJ'},0,adjac,adjac,adjac
virginia,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,virginia,virginia,virgin
equilibrium,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,equilibrium,equilibrium,equilibr
engraved,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,engrav,engrav,engrav
shore,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,"{'NN', 'VB'}",0,shore,shore,shor
retarded,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,retard,retard,retard
contradicteth,2,2.9201343261790043e-06,18.385533834720583,13,5.368822845589308e-05,VBP,"{'VBP', 'VBZ'}",0,contradicteth,contradicteth,contradicte
responsible,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,JJ,{'JJ'},0,respons,respons,respons
managing,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBG,{'VBG'},0,manag,manag,man
debtors,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NNS,{'NNS'},0,debtor,debtor,debt
unwarranted,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,JJ,"{'JJ', 'VBN'}",0,unwarr,unwarr,unwar
differenced,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,VBN,{'VBN'},0,differenc,differenc,diff
controuler,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NN,{'NN'},0,controul,controul,contro
fictitious,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,JJ,{'JJ'},0,fictiti,fictiti,fict
mules,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NNS,{'NNS'},0,mule,mule,mul
statutes,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NNS,{'NNS'},0,statut,statut,statut
associated,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,VBN,{'VBN'},0,associ,associ,assocy
sustains,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,VBZ,{'VBZ'},0,sustain,sustain,sustain
borgia,2,2.9201343261790043e-06,18.385533834720583,6,5.368822845589308e-05,NN,"{'NN', 'VBD'}",0,borgia,borgia,borg
uncontrolled,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,VBD,"{'VBN', 'VBD'}",0,uncontrol,uncontrol,uncontrol
nam,2,2.9201343261790043e-06,18.385533834720583,3,5.368822845589308e-05,CC,"{'CC', 'JJ'}",0,nam,nam,nam
flat,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,JJ,{'JJ'},0,flat,flat,flat
repeale,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VB,{'VB'},0,repeal,repeal,rep
sixty,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,JJ,"{'JJ', 'VB'}",0,sixti,sixti,sixty
invincibly,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,RB,{'RB'},0,invinc,invinc,invinc
lendeth,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,"{'NN', 'VBZ'}",0,lendeth,lendeth,lende
hebronites,2,2.9201343261790043e-06,18.385533834720583,10,5.368822845589308e-05,NNS,"{'NNS', 'VBZ'}",0,hebronit,hebronit,hebronit
colonie,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,NN,{'NN'},0,coloni,coloni,colony
insinuation,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,insinu,insinu,insinu
insufferable,2,2.9201343261790043e-06,18.385533834720583,12,5.368822845589308e-05,JJ,{'JJ'},0,insuffer,insuffer,insuff
discard,2,2.9201343261790043e-06,18.385533834720583,7,5.368822845589308e-05,VB,"{'VBP', 'VB'}",0,discard,discard,discard
proposer,2,2.9201343261790043e-06,18.385533834720583,8,5.368822845589308e-05,NN,{'NN'},0,propos,propos,propos
dischargeth,2,2.9201343261790043e-06,18.385533834720583,11,5.368822845589308e-05,NN,{'NN'},0,dischargeth,dischargeth,discharge
esau,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,FW,"{'NN', 'FW'}",0,esau,esau,esau
nigh,2,2.9201343261790043e-06,18.385533834720583,4,5.368822845589308e-05,RB,{'RB'},0,nigh,nigh,nigh
abihu,2,2.9201343261790043e-06,18.385533834720583,5,5.368822845589308e-05,NN,{'NN'},0,abihu,abihu,abihu
